sg,sr,sc,sp,dg,dr,dc,dp
2,2,8,34,5,2,4,30
2,2,8,35,5,2,4,31
2,2,8,39,14,2,4,31
2,3,8,33,14,3,4,30
2,3,8,34,5,3,4,30
2,3,8,35,5,3,4,31
2,3,8,39,14,3,4,31
2,4,8,33,14,4,4,30
2,4,8,34,5,4,4,30
2,4,8,35,5,4,4,31
2,4,8,39,14,4,4,31
2,5,8,33,14,5,4,30
2,5,8,34,5,5,4,30
2,5,8,35,5,5,4,31
2,5,8,39,14,5,4,31
2,0,9,33,14,0,5,30
2,0,9,34,5,0,5,30
2,0,9,35,5,0,5,31
2,0,9,39,14,0,5,31
2,1,9,33,14,1,5,30
2,1,9,34,5,1,5,30
2,1,9,35,5,1,5,31
2,1,9,39,14,1,5,31
2,2,9,33,14,2,5,30
2,2,9,34,5,2,5,30
2,2,9,35,5,2,5,31
2,2,9,39,14,2,5,31
2,3,9,33,14,3,5,30
2,3,9,34,5,3,5,30
2,3,9,35,5,3,5,31
2,3,9,39,14,3,5,31
2,4,9,33,14,4,5,30
2,4,9,34,5,4,5,30
2,4,9,35,5,4,5,31
2,4,9,39,14,4,5,31
2,5,9,33,14,5,5,30
2,5,9,34,5,5,5,30
2,5,9,35,5,5,5,31
2,5,9,39,14,5,5,31
2,0,10,33,15,0,4,30
2,0,10,34,6,0,4,30
2,0,10,35,6,0,4,31
2,0,10,39,15,0,4,31
2,1,10,33,15,1,4,30
2,1,10,34,6,1,4,30
2,1,10,35,6,1,4,31
2,1,10,39,15,1,4,31
2,2,10,33,15,2,4,30
2,2,10,34,6,2,4,30
2,2,10,35,6,2,4,31
2,2,10,39,15,2,4,31
2,3,10,33,15,3,4,30
2,3,10,34,6,3,4,30
2,3,10,35,6,3,4,31
2,3,10,39,15,3,4,31
2,4,10,33,15,4,4,30
2,4,10,34,6,4,4,30
2,4,10,35,6,4,4,31
2,4,10,39,15,4,4,31
2,5,10,33,15,5,4,30
2,5,10,34,6,5,4,30
2,5,10,35,6,5,4,31
2,5,10,39,15,5,4,31
2,0,11,33,15,0,5,30
2,0,11,34,6,0,5,30
2,0,11,35,6,0,5,31
2,0,11,39,15,0,5,31
2,1,11,33,15,1,5,30
2,1,11,34,6,1,5,30
2,1,11,35,6,1,5,31
2,1,11,39,15,1,5,31
2,2,11,33,15,2,5,30
2,2,11,34,6,2,5,30
2,2,11,35,6,2,5,31
2,2,11,39,15,2,5,31
2,3,11,33,15,3,5,30
2,3,11,34,6,3,5,30
2,3,11,35,6,3,5,31
2,3,11,39,15,3,5,31
2,4,11,33,15,4,5,30
2,4,11,34,6,4,5,30
2,4,11,35,6,4,5,31
2,4,11,39,15,4,5,31
2,5,11,33,15,5,5,30
2,5,11,34,6,5,5,30
2,5,11,35,6,5,5,31
2,5,11,39,15,5,5,31
2,0,12,34,7,0,4,30
2,0,12,35,7,0,4,31
2,1,12,34,7,1,4,30
2,1,12,35,7,1,4,31
2,2,12,34,7,2,4,30
2,2,12,35,7,2,4,31
2,3,12,34,7,3,4,30
2,3,12,35,7,3,4,31
2,4,12,34,7,4,4,30
2,4,12,35,7,4,4,31
2,5,12,34,7,5,4,30
2,5,12,35,7,5,4,31
2,0,13,34,7,0,5,30
2,0,13,35,7,0,5,31
2,1,13,34,7,1,5,30
2,1,13,35,7,1,5,31
2,2,13,34,7,2,5,30
2,2,13,35,7,2,5,31
2,3,13,34,7,3,5,30
2,3,13,35,7,3,5,31
2,4,13,34,7,4,5,30
2,4,13,35,7,4,5,31
2,5,13,34,7,5,5,30
2,5,13,35,7,5,5,31
2,0,14,34,8,0,4,30
2,0,14,35,8,0,4,31
2,1,14,34,8,1,4,30
2,1,14,35,8,1,4,31
2,2,14,34,8,2,4,30
2,2,14,35,8,2,4,31
2,3,14,34,8,3,4,30
2,3,14,35,8,3,4,31
2,4,14,34,8,4,4,30
2,4,14,35,8,4,4,31
2,5,14,34,8,5,4,30
2,5,14,35,8,5,4,31
2,0,15,34,8,0,5,30
2,0,15,35,8,0,5,31
2,1,15,34,8,1,5,30
2,1,15,35,8,1,5,31
2,2,15,34,8,2,5,30
2,2,15,35,8,2,5,31
2,3,15,34,8,3,5,30
2,3,15,35,8,3,5,31
2,4,15,34,8,4,5,30
2,4,15,35,8,4,5,31
2,5,15,34,8,5,5,30
2,5,15,35,8,5,5,31
3,0,0,30,0,0,4,30
3,0,0,31,0,0,4,31
3,0,0,32,9,0,6,31
3,0,0,36,9,0,6,30
3,1,0,30,0,1,4,30
3,1,0,31,0,1,4,31
3,1,0,32,9,1,6,31
3,1,0,36,9,1,6,30
3,2,0,30,0,2,4,30
3,2,0,31,0,2,4,31
3,2,0,32,9,2,6,31
3,2,0,36,9,2,6,30
3,3,0,30,0,3,4,30
3,3,0,31,0,3,4,31
3,3,0,32,9,3,6,31
3,3,0,36,9,3,6,30
3,4,0,30,0,4,4,30
3,4,0,31,0,4,4,31
3,4,0,32,9,4,6,31
3,4,0,36,9,4,6,30
3,5,0,30,0,5,4,30
3,5,0,31,0,5,4,31
3,5,0,32,9,5,6,31
3,5,0,36,9,5,6,30
3,0,1,30,0,0,5,30
3,0,1,31,0,0,5,31
3,0,1,32,9,0,7,31
3,0,1,36,9,0,7,30
3,1,1,30,0,1,5,30
3,1,1,31,0,1,5,31
3,1,1,32,9,1,7,31
3,1,1,36,9,1,7,30
3,2,1,30,0,2,5,30
3,2,1,31,0,2,5,31
3,2,1,32,9,2,7,31
3,2,1,36,9,2,7,30
3,3,1,30,0,3,5,30
3,3,1,31,0,3,5,31
3,3,1,32,9,3,7,31
3,3,1,36,9,3,7,30
3,4,1,30,0,4,5,30
3,4,1,31,0,4,5,31
3,4,1,32,9,4,7,31
3,4,1,36,9,4,7,30
3,5,1,30,0,5,5,30
3,5,1,31,0,5,5,31
3,5,1,32,9,5,7,31
3,5,1,36,9,5,7,30
3,0,2,30,1,0,4,30
3,0,2,31,1,0,4,31
3,0,2,32,10,0,6,31
3,0,2,36,10,0,6,30
3,1,2,30,1,1,4,30
3,1,2,31,1,1,4,31
3,1,2,32,10,1,6,31
3,1,2,36,10,1,6,30
3,2,2,30,1,2,4,30
3,2,2,31,1,2,4,31
3,2,2,32,10,2,6,31
3,2,2,36,10,2,6,30
3,3,2,30,1,3,4,30
3,3,2,31,1,3,4,31
3,3,2,32,10,3,6,31
3,3,2,36,10,3,6,30
3,4,2,30,1,4,4,30
3,4,2,31,1,4,4,31
3,4,2,32,10,4,6,31
3,4,2,36,10,4,6,30
3,5,2,30,1,5,4,30
3,5,2,31,1,5,4,31
3,5,2,32,10,5,6,31
3,5,2,36,10,5,6,30
3,0,3,30,1,0,5,30
3,0,3,31,1,0,5,31
3,0,3,32,10,0,7,31
3,0,3,36,10,0,7,30
3,1,3,30,1,1,5,30
3,1,3,31,1,1,5,31
3,1,3,32,10,1,7,31
3,1,3,36,10,1,7,30
3,2,3,30,1,2,5,30
3,2,3,31,1,2,5,31
3,2,3,32,10,2,7,31
3,2,3,36,10,2,7,30
3,3,3,30,1,3,5,30
3,3,3,31,1,3,5,31
3,3,3,32,10,3,7,31
3,3,3,36,10,3,7,30
3,4,3,30,1,4,5,30
3,4,3,31,1,4,5,31
3,4,3,32,10,4,7,31
3,4,3,36,10,4,7,30
3,5,3,30,1,5,5,30
3,5,3,31,1,5,5,31
3,5,3,32,10,5,7,31
3,5,3,36,10,5,7,30
3,0,4,30,2,0,4,30
3,0,4,31,2,0,4,31
3,0,4,32,11,0,6,31
3,0,4,36,11,0,6,30
3,1,4,30,2,1,4,30
3,1,4,31,2,1,4,31
3,1,4,32,11,1,6,31
3,1,4,36,11,1,6,30
3,2,4,30,2,2,4,30
3,2,4,31,2,2,4,31
3,2,4,32,11,2,6,31
3,2,4,36,11,2,6,30
3,3,4,30,2,3,4,30
3,3,4,31,2,3,4,31
3,3,4,32,11,3,6,31
3,3,4,36,11,3,6,30
3,4,4,30,2,4,4,30
3,4,4,31,2,4,4,31
3,4,4,32,11,4,6,31
3,4,4,36,11,4,6,30
3,5,4,30,2,5,4,30
3,5,4,31,2,5,4,31
3,5,4,32,11,5,6,31
3,5,4,36,11,5,6,30
3,0,5,30,2,0,5,30
3,0,5,31,2,0,5,31
3,0,5,32,11,0,7,31
3,0,5,36,11,0,7,30
3,1,5,30,2,1,5,30
3,1,5,31,2,1,5,31
3,1,5,32,11,1,7,31
3,1,5,36,11,1,7,30
3,2,5,30,2,2,5,30
3,2,5,31,2,2,5,31
3,2,5,32,11,2,7,31
3,2,5,36,11,2,7,30
3,3,5,30,2,3,5,30
3,3,5,31,2,3,5,31
3,3,5,32,11,3,7,31
3,3,5,36,11,3,7,30
3,4,5,30,2,4,5,30
3,4,5,31,2,4,5,31
3,4,5,32,11,4,7,31
3,4,5,36,11,4,7,30
3,5,5,30,2,5,5,30
3,5,5,31,2,5,5,31
3,5,5,32,11,5,7,31
3,5,5,36,11,5,7,30
3,0,6,30,4,0,6,30
3,0,6,31,4,0,6,31
3,0,6,32,13,0,6,31
3,0,6,36,13,0,6,30
3,1,6,30,4,1,6,30
3,1,6,31,4,1,6,31
3,1,6,32,13,1,6,31
3,1,6,36,13,1,6,30
3,2,6,30,4,2,6,30
3,2,6,31,4,2,6,31
3,2,6,32,13,2,6,31
3,2,6,36,13,2,6,30
3,3,6,30,4,3,6,30
3,3,6,31,4,3,6,31
3,3,6,32,13,3,6,31
3,3,6,36,13,3,6,30
3,4,6,30,4,4,6,30
3,4,6,31,4,4,6,31
3,4,6,32,13,4,6,31
3,4,6,36,13,4,6,30
3,5,6,30,4,5,6,30
3,5,6,31,4,5,6,31
3,5,6,32,13,5,6,31
3,5,6,36,13,5,6,30
3,0,7,30,4,0,7,30
3,0,7,31,4,0,7,31
3,0,7,32,13,0,7,31
3,0,7,36,13,0,7,30
3,1,7,30,4,1,7,30
3,1,7,31,4,1,7,31
3,1,7,32,13,1,7,31
3,1,7,36,13,1,7,30
3,2,7,30,4,2,7,30
3,2,7,31,4,2,7,31
3,2,7,32,13,2,7,31
3,2,7,36,13,2,7,30
3,3,7,30,4,3,7,30
3,3,7,31,4,3,7,31
3,3,7,32,13,3,7,31
3,3,7,36,13,3,7,30
3,4,7,30,4,4,7,30
3,4,7,31,4,4,7,31
3,4,7,32,13,4,7,31
3,4,7,36,13,4,7,30
3,5,7,30,4,5,7,30
3,5,7,31,4,5,7,31
3,5,7,32,13,5,7,31
3,5,7,36,13,5,7,30
3,0,8,33,14,0,6,30
3,0,8,34,5,0,6,30
3,0,8,35,5,0,6,31
3,0,8,39,14,0,6,31
3,1,8,33,14,1,6,30
3,1,8,34,5,1,6,30
3,1,8,35,5,1,6,31
3,1,8,39,14,1,6,31
3,2,8,33,14,2,6,30
3,2,8,34,5,2,6,30
3,2,8,35,5,2,6,31
3,2,8,39,14,2,6,31
3,3,8,33,14,3,6,30
3,3,8,34,5,3,6,30
3,3,8,35,5,3,6,31
3,3,8,39,14,3,6,31
3,4,8,33,14,4,6,30
3,4,8,34,5,4,6,30
3,4,8,35,5,4,6,31
3,4,8,39,14,4,6,31
3,5,8,33,14,5,6,30
3,5,8,34,5,5,6,30
3,5,8,35,5,5,6,31
3,5,8,39,14,5,6,31
3,0,9,33,14,0,7,30
3,0,9,34,5,0,7,30
3,0,9,35,5,0,7,31
3,0,9,39,14,0,7,31
3,1,9,33,14,1,7,30
3,1,9,34,5,1,7,30
3,1,9,35,5,1,7,31
3,1,9,39,14,1,7,31
3,2,9,33,14,2,7,30
3,2,9,34,5,2,7,30
3,2,9,35,5,2,7,31
3,2,9,39,14,2,7,31
3,3,9,33,14,3,7,30
3,3,9,34,5,3,7,30
3,3,9,35,5,3,7,31
3,3,9,39,14,3,7,31
3,4,9,33,14,4,7,30
3,4,9,34,5,4,7,30
3,4,9,35,5,4,7,31
3,4,9,39,14,4,7,31
3,5,9,33,14,5,7,30
3,5,9,34,5,5,7,30
3,5,9,35,5,5,7,31
3,5,9,39,14,5,7,31
3,0,10,33,15,0,6,30
3,0,10,34,6,0,6,30
3,0,10,35,6,0,6,31
3,0,10,39,15,0,6,31
3,1,10,33,15,1,6,30
3,1,10,34,6,1,6,30
3,1,10,35,6,1,6,31
3,1,10,39,15,1,6,31
3,2,10,33,15,2,6,30
3,2,10,34,6,2,6,30
3,2,10,35,6,2,6,31
3,2,10,39,15,2,6,31
3,3,10,33,15,3,6,30
3,3,10,34,6,3,6,30
3,3,10,35,6,3,6,31
3,3,10,39,15,3,6,31
3,4,10,33,15,4,6,30
3,4,10,34,6,4,6,30
3,4,10,35,6,4,6,31
3,4,10,39,15,4,6,31
3,5,10,33,15,5,6,30
3,5,10,34,6,5,6,30
3,5,10,35,6,5,6,31
3,5,10,39,15,5,6,31
3,0,11,33,15,0,7,30
3,0,11,34,6,0,7,30
3,0,11,35,6,0,7,31
3,0,11,39,15,0,7,31
3,1,11,33,15,1,7,30
3,1,11,34,6,1,7,30
3,1,11,35,6,1,7,31
3,1,11,39,15,1,7,31
3,2,11,33,15,2,7,30
3,2,11,34,6,2,7,30
3,2,11,35,6,2,7,31
3,2,11,39,15,2,7,31
3,3,11,33,15,3,7,30
3,3,11,34,6,3,7,30
3,3,11,35,6,3,7,31
3,3,11,39,15,3,7,31
3,4,11,33,15,4,7,30
3,4,11,34,6,4,7,30
3,4,11,35,6,4,7,31
3,4,11,39,15,4,7,31
3,5,11,33,15,5,7,30
3,5,11,34,6,5,7,30
3,5,11,35,6,5,7,31
3,5,11,39,15,5,7,31
3,0,12,34,7,0,6,30
3,0,12,35,7,0,6,31
3,1,12,34,7,1,6,30
3,1,12,35,7,1,6,31
3,2,12,34,7,2,6,30
3,2,12,35,7,2,6,31
3,3,12,34,7,3,6,30
3,3,12,35,7,3,6,31
3,4,12,34,7,4,6,30
3,4,12,35,7,4,6,31
3,5,12,34,7,5,6,30
3,5,12,35,7,5,6,31
3,0,13,34,7,0,7,30
3,0,13,35,7,0,7,31
3,1,13,34,7,1,7,30
3,1,13,35,7,1,7,31
3,2,13,34,7,2,7,30
3,2,13,35,7,2,7,31
3,3,13,34,7,3,7,30
3,3,13,35,7,3,7,31
3,4,13,34,7,4,7,30
3,4,13,35,7,4,7,31
3,5,13,34,7,5,7,30
3,5,13,35,7,5,7,31
3,0,14,34,8,0,6,30
3,0,14,35,8,0,6,31
3,1,14,34,8,1,6,30
3,1,14,35,8,1,6,31
3,2,14,34,8,2,6,30
3,2,14,35,8,2,6,31
3,3,14,34,8,3,6,30
3,3,14,35,8,3,6,31
3,4,14,34,8,4,6,30
3,4,14,35,8,4,6,31
3,5,14,34,8,5,6,30
3,5,14,35,8,5,6,31
3,0,15,34,8,0,7,30
3,0,15,35,8,0,7,31
3,1,15,34,8,1,7,30
3,1,15,35,8,1,7,31
3,2,15,34,8,2,7,30
3,2,15,35,8,2,7,31
3,3,15,34,8,3,7,30
3,3,15,35,8,3,7,31
3,4,15,34,8,4,7,30
3,4,15,35,8,4,7,31
3,5,15,34,8,5,7,30
3,5,15,35,8,5,7,31
4,0,0,30,0,0,6,30
4,0,0,31,0,0,6,31
4,0,0,32,9,0,8,35
4,0,0,36,9,0,8,34
4,1,0,30,0,1,6,30
4,1,0,31,0,1,6,31
4,1,0,32,9,1,8,35
4,1,0,36,9,1,8,34
4,2,0,30,0,2,6,30
4,2,0,31,0,2,6,31
4,2,0,32,9,2,8,35
4,2,0,36,9,2,8,34
4,3,0,30,0,3,6,30
4,3,0,31,0,3,6,31
4,3,0,32,9,3,8,35
4,3,0,36,9,3,8,34
4,4,0,30,0,4,6,30
4,4,0,31,0,4,6,31
4,4,0,32,9,4,8,35
4,4,0,36,9,4,8,34
4,5,0,30,0,5,6,30
4,5,0,31,0,5,6,31
4,5,0,32,9,5,8,35
4,5,0,36,9,5,8,34
4,0,1,30,0,0,7,30
4,0,1,31,0,0,7,31
4,0,1,32,9,0,9,35
4,0,1,36,9,0,9,34
4,1,1,30,0,1,7,30
4,1,1,31,0,1,7,31
4,1,1,32,9,1,9,35
4,1,1,36,9,1,9,34
4,2,1,30,0,2,7,30
4,2,1,31,0,2,7,31
4,2,1,32,9,2,9,35
4,2,1,36,9,2,9,34
4,3,1,30,0,3,7,30
4,3,1,31,0,3,7,31
4,3,1,32,9,3,9,35
4,3,1,36,9,3,9,34
4,4,1,30,0,4,7,30
4,4,1,31,0,4,7,31
4,4,1,32,9,4,9,35
4,4,1,36,9,4,9,34
4,5,1,30,0,5,7,30
4,5,1,31,0,5,7,31
4,5,1,32,9,5,9,35
4,5,1,36,9,5,9,34
4,0,2,30,1,0,6,30
4,0,2,31,1,0,6,31
4,0,2,32,10,0,8,35
4,0,2,36,10,0,8,34
4,1,2,30,1,1,6,30
4,1,2,31,1,1,6,31
4,1,2,32,10,1,8,35
4,1,2,36,10,1,8,34
4,2,2,30,1,2,6,30
4,2,2,31,1,2,6,31
4,2,2,32,10,2,8,35
4,2,2,36,10,2,8,34
4,3,2,30,1,3,6,30
4,3,2,31,1,3,6,31
4,3,2,32,10,3,8,35
4,3,2,36,10,3,8,34
4,4,2,30,1,4,6,30
4,4,2,31,1,4,6,31
4,4,2,32,10,4,8,35
4,4,2,36,10,4,8,34
4,5,2,30,1,5,6,30
4,5,2,31,1,5,6,31
4,5,2,32,10,5,8,35
4,5,2,36,10,5,8,34
4,0,3,30,1,0,7,30
4,0,3,31,1,0,7,31
4,0,3,32,10,0,9,35
4,0,3,36,10,0,9,34
4,1,3,30,1,1,7,30
4,1,3,31,1,1,7,31
4,1,3,32,10,1,9,35
4,1,3,36,10,1,9,34
4,2,3,30,1,2,7,30
4,2,3,31,1,2,7,31
4,2,3,32,10,2,9,35
4,2,3,36,10,2,9,34
4,3,3,30,1,3,7,30
4,3,3,31,1,3,7,31
4,3,3,32,10,3,9,35
4,3,3,36,10,3,9,34
4,4,3,30,1,4,7,30
4,4,3,31,1,4,7,31
4,4,3,32,10,4,9,35
4,4,3,36,10,4,9,34
4,5,3,30,1,5,7,30
4,5,3,31,1,5,7,31
4,5,3,32,10,5,9,35
4,5,3,36,10,5,9,34
4,0,4,30,2,0,6,30
4,0,4,31,2,0,6,31
4,0,4,32,11,0,8,35
4,0,4,36,11,0,8,34
4,1,4,30,2,1,6,30
4,1,4,31,2,1,6,31
4,1,4,32,11,1,8,35
4,1,4,36,11,1,8,34
4,2,4,30,2,2,6,30
4,2,4,31,2,2,6,31
4,2,4,32,11,2,8,35
4,2,4,36,11,2,8,34
4,3,4,30,2,3,6,30
4,3,4,31,2,3,6,31
4,3,4,32,11,3,8,35
4,3,4,36,11,3,8,34
4,4,4,30,2,4,6,30
4,4,4,31,2,4,6,31
4,4,4,32,11,4,8,35
4,4,4,36,11,4,8,34
4,5,4,30,2,5,6,30
4,5,4,31,2,5,6,31
4,5,4,32,11,5,8,35
4,5,4,36,11,5,8,34
4,0,5,30,2,0,7,30
4,0,5,31,2,0,7,31
4,0,5,32,11,0,9,35
4,0,5,36,11,0,9,34
4,1,5,30,2,1,7,30
4,1,5,31,2,1,7,31
4,1,5,32,11,1,9,35
4,1,5,36,11,1,9,34
4,2,5,30,2,2,7,30
4,2,5,31,2,2,7,31
4,2,5,32,11,2,9,35
4,2,5,36,11,2,9,34
4,3,5,30,2,3,7,30
4,3,5,31,2,3,7,31
4,3,5,32,11,3,9,35
4,3,5,36,11,3,9,34
4,4,5,30,2,4,7,30
4,4,5,31,2,4,7,31
4,4,5,32,11,4,9,35
4,4,5,36,11,4,9,34
4,5,5,30,2,5,7,30
4,5,5,31,2,5,7,31
4,5,5,32,11,5,9,35
4,5,5,36,11,5,9,34
4,0,6,30,3,0,6,30
4,0,6,31,3,0,6,31
4,0,6,32,13,0,8,35
4,0,6,36,13,0,8,34
4,1,6,30,3,1,6,30
4,1,6,31,3,1,6,31
4,1,6,32,13,1,8,35
4,1,6,36,13,1,8,34
4,2,6,30,3,2,6,30
4,2,6,31,3,2,6,31
4,2,6,32,13,2,8,35
4,2,6,36,13,2,8,34
4,3,6,30,3,3,6,30
4,3,6,31,3,3,6,31
4,3,6,32,13,3,8,35
4,3,6,36,13,3,8,34
4,4,6,30,3,4,6,30
4,4,6,31,3,4,6,31
4,4,6,32,13,4,8,35
4,4,6,36,13,4,8,34
4,5,6,30,3,5,6,30
4,5,6,31,3,5,6,31
4,5,6,32,13,5,8,35
4,5,6,36,13,5,8,34
4,0,7,30,3,0,7,30
4,0,7,31,3,0,7,31
4,0,7,32,13,0,9,35
4,0,7,36,13,0,9,34
4,1,7,30,3,1,7,30
4,1,7,31,3,1,7,31
4,1,7,32,13,1,9,35
4,1,7,36,13,1,9,34
4,2,7,30,3,2,7,30
4,2,7,31,3,2,7,31
4,2,7,32,13,2,9,35
4,2,7,36,13,2,9,34
4,3,7,30,3,3,7,30
4,3,7,31,3,3,7,31
4,3,7,32,13,3,9,35
4,3,7,36,13,3,9,34
4,4,7,30,3,4,7,30
4,4,7,31,3,4,7,31
4,4,7,32,13,4,9,35
4,4,7,36,13,4,9,34
4,5,7,30,3,5,7,30
4,5,7,31,3,5,7,31
4,5,7,32,13,5,9,35
4,5,7,36,13,5,9,34
4,0,8,33,14,0,8,34
4,0,8,34,5,0,8,34
4,0,8,35,5,0,8,35
4,0,8,39,14,0,8,35
4,1,8,33,14,1,8,34
4,1,8,34,5,1,8,34
4,1,8,35,5,1,8,35
4,1,8,39,14,1,8,35
4,2,8,33,14,2,8,34
4,2,8,34,5,2,8,34
4,2,8,35,5,2,8,35
4,2,8,39,14,2,8,35
4,3,8,33,14,3,8,34
4,3,8,34,5,3,8,34
4,3,8,35,5,3,8,35
4,3,8,39,14,3,8,35
4,4,8,33,14,4,8,34
4,4,8,34,5,4,8,34
4,4,8,35,5,4,8,35
4,4,8,39,14,4,8,35
4,5,8,33,14,5,8,34
4,5,8,34,5,5,8,34
4,5,8,35,5,5,8,35
4,5,8,39,14,5,8,35
4,0,9,33,14,0,9,34
4,0,9,34,5,0,9,34
4,0,9,35,5,0,9,35
4,0,9,39,14,0,9,35
4,1,9,33,14,1,9,34
4,1,9,34,5,1,9,34
4,1,9,35,5,1,9,35
4,1,9,39,14,1,9,35
4,2,9,33,14,2,9,34
4,2,9,34,5,2,9,34
4,2,9,35,5,2,9,35
4,2,9,39,14,2,9,35
4,3,9,33,14,3,9,34
4,3,9,34,5,3,9,34
4,3,9,35,5,3,9,35
4,3,9,39,14,3,9,35
4,4,9,33,14,4,9,34
4,4,9,34,5,4,9,34
4,4,9,35,5,4,9,35
4,4,9,39,14,4,9,35
4,5,9,33,14,5,9,34
4,5,9,34,5,5,9,34
4,5,9,35,5,5,9,35
4,5,9,39,14,5,9,35
4,0,10,33,15,0,8,34
4,0,10,34,6,0,8,34
4,0,10,35,6,0,8,35
4,0,10,39,15,0,8,35
4,1,10,33,15,1,8,34
4,1,10,34,6,1,8,34
4,1,10,35,6,1,8,35
4,1,10,39,15,1,8,35
4,2,10,33,15,2,8,34
4,2,10,34,6,2,8,34
4,2,10,35,6,2,8,35
4,2,10,39,15,2,8,35
4,3,10,33,15,3,8,34
4,3,10,34,6,3,8,34
4,3,10,35,6,3,8,35
4,3,10,39,15,3,8,35
4,4,10,33,15,4,8,34
4,4,10,34,6,4,8,34
4,4,10,35,6,4,8,35
4,4,10,39,15,4,8,35
4,5,10,33,15,5,8,34
4,5,10,34,6,5,8,34
4,5,10,35,6,5,8,35
4,5,10,39,15,5,8,35
4,0,11,33,15,0,9,34
4,0,11,34,6,0,9,34
4,0,11,35,6,0,9,35
4,0,11,39,15,0,9,35
4,1,11,33,15,1,9,34
4,1,11,34,6,1,9,34
4,1,11,35,6,1,9,35
4,1,11,39,15,1,9,35
4,2,11,33,15,2,9,34
4,2,11,34,6,2,9,34
4,2,11,35,6,2,9,35
4,2,11,39,15,2,9,35
4,3,11,33,15,3,9,34
4,3,11,34,6,3,9,34
4,3,11,35,6,3,9,35
4,3,11,39,15,3,9,35
4,4,11,33,15,4,9,34
4,4,11,34,6,4,9,34
4,4,11,35,6,4,9,35
4,4,11,39,15,4,9,35
4,5,11,33,15,5,9,34
4,5,11,34,6,5,9,34
4,5,11,35,6,5,9,35
4,5,11,39,15,5,9,35
4,0,12,34,7,0,8,34
4,0,12,35,7,0,8,35
4,1,12,34,7,1,8,34
4,1,12,35,7,1,8,35
4,2,12,34,7,2,8,34
4,2,12,35,7,2,8,35
4,3,12,34,7,3,8,34
4,3,12,35,7,3,8,35
4,4,12,34,7,4,8,34
4,4,12,35,7,4,8,35
4,5,12,34,7,5,8,34
4,5,12,35,7,5,8,35
4,0,13,34,7,0,9,34
4,0,13,35,7,0,9,35
4,1,13,34,7,1,9,34
4,1,13,35,7,1,9,35
4,2,13,34,7,2,9,34
4,2,13,35,7,2,9,35
4,3,13,34,7,3,9,34
4,3,13,35,7,3,9,35
4,4,13,34,7,4,9,34
4,4,13,35,7,4,9,35
4,5,13,34,7,5,9,34
4,5,13,35,7,5,9,35
4,0,14,34,8,0,8,34
4,0,14,35,8,0,8,35
4,1,14,34,8,1,8,34
4,1,14,35,8,1,8,35
4,2,14,34,8,2,8,34
4,2,14,35,8,2,8,35
4,3,14,34,8,3,8,34
4,3,14,35,8,3,8,35
4,4,14,34,8,4,8,34
4,4,14,35,8,4,8,35
4,5,14,34,8,5,8,34
4,5,14,35,8,5,8,35
4,0,15,34,8,0,9,34
4,0,15,35,8,0,9,35
4,1,15,34,8,1,9,34
4,1,15,35,8,1,9,35
4,2,15,34,8,2,9,34
4,2,15,35,8,2,9,35
4,3,15,34,8,3,9,34
4,3,15,35,8,3,9,35
4,4,15,34,8,4,9,34
4,4,15,35,8,4,9,35
4,5,15,34,8,5,9,34
4,5,15,35,8,5,9,35
5,0,0,30,0,0,8,34
5,0,0,31,0,0,8,35
5,0,0,32,9,0,10,35
5,0,0,36,9,0,10,34
5,1,0,30,0,1,8,34
5,1,0,31,0,1,8,35
5,1,0,32,9,1,10,35
5,1,0,36,9,1,10,34
5,2,0,30,0,2,8,34
5,2,0,31,0,2,8,35
5,2,0,32,9,2,10,35
5,2,0,36,9,2,10,34
5,3,0,30,0,3,8,34
5,3,0,31,0,3,8,35
5,3,0,32,9,3,10,35
5,3,0,36,9,3,10,34
5,4,0,30,0,4,8,34
5,4,0,31,0,4,8,35
5,4,0,32,9,4,10,35
5,4,0,36,9,4,10,34
5,5,0,30,0,5,8,34
5,5,0,31,0,5,8,35
5,5,0,32,9,5,10,35
5,5,0,36,9,5,10,34
5,0,1,30,0,0,9,34
5,0,1,31,0,0,9,35
5,0,1,32,9,0,11,35
5,0,1,36,9,0,11,34
5,1,1,30,0,1,9,34
5,1,1,31,0,1,9,35
5,1,1,32,9,1,11,35
5,1,1,36,9,1,11,34
5,2,1,30,0,2,9,34
5,2,1,31,0,2,9,35
5,2,1,32,9,2,11,35
5,2,1,36,9,2,11,34
5,3,1,30,0,3,9,34
5,3,1,31,0,3,9,35
5,3,1,32,9,3,11,35
5,3,1,36,9,3,11,34
5,4,1,30,0,4,9,34
5,4,1,31,0,4,9,35
5,4,1,32,9,4,11,35
5,4,1,36,9,4,11,34
5,5,1,30,0,5,9,34
5,5,1,31,0,5,9,35
5,5,1,32,9,5,11,35
5,5,1,36,9,5,11,34
5,0,2,30,1,0,8,34
5,0,2,31,1,0,8,35
5,0,2,32,10,0,10,35
5,0,2,36,10,0,10,34
5,1,2,30,1,1,8,34
5,1,2,31,1,1,8,35
5,1,2,32,10,1,10,35
5,1,2,36,10,1,10,34
5,2,2,30,1,2,8,34
5,2,2,31,1,2,8,35
5,2,2,32,10,2,10,35
5,2,2,36,10,2,10,34
5,3,2,30,1,3,8,34
5,3,2,31,1,3,8,35
5,3,2,32,10,3,10,35
5,3,2,36,10,3,10,34
5,4,2,30,1,4,8,34
5,4,2,31,1,4,8,35
